# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
1541,HD 137496 b,HD 137496,1,1,2,Transit,2021,1.62116000,0.027320,1.310,0.117,4.04000,0.01271,Mass,0.000000,2130,0,5799.00,1.59,1.04,155.3170000
1542,HD 137496 c,HD 137496,1,1,2,Radial Velocity,2021,479.90000000,1.216300,,,2434.56560,7.66000,Msini,0.477000,370,0,5799.00,1.59,1.04,155.3170000
1543,HD 13808 b,HD 13808,1,1,2,Radial Velocity,2021,14.18150000,0.105190,,,11.20000,0.03524,Msini,0.071000,,0,5035.00,0.78,0.77,28.2305000
1544,HD 13808 c,HD 13808,1,1,2,Radial Velocity,2021,53.75300000,0.255400,,,9.96000,0.03134,Msini,0.156000,,0,5035.00,0.78,0.77,28.2305000
1545,HD 13908 b,HD 13908,1,1,2,Radial Velocity,2013,19.38200000,0.154000,,,274.91000,0.86500,Msini,0.020000,,0,6255.00,1.67,1.29,79.5515000
1546,HD 13908 c,HD 13908,1,1,2,Radial Velocity,2013,931.00000000,2.030000,,,1630.40000,5.13000,Msini,0.120000,,0,6255.00,1.67,1.29,79.5515000
1548,HD 13931 b,HD 13931,1,1,1,Radial Velocity,2009,4218.00000000,5.150000,,,699.22600,2.20000,Msini,0.020000,,0,5867.00,1.25,1.30,47.3963000
1551,HD 139357 b,HD 139357,1,1,1,Radial Velocity,2008,1125.70000000,2.360000,,,3101.89000,9.76000,Msini,0.100000,,0,4700.00,11.47,1.35,112.0900000
1553,HD 1397 b,HD 1397,1,1,1,Transit,2018,11.53533000,0.109700,11.500,1.026,131.89945,0.41500,Mass,0.251000,1228,0,5521.00,2.34,1.32,79.5702000
1557,HD 14067 b,HD 14067,1,1,1,Radial Velocity,2014,1455.00000000,3.400000,,,2479.00000,7.80000,Msini,0.533000,,0,4815.00,12.40,2.40,142.0240000
1558,HD 141004 b,HD 141004,1,1,1,Radial Velocity,2021,15.50830000,0.123800,,,13.63484,0.04290,Msini,0.160000,,0,5885.38,1.39,1.05,11.8148000
1560,HD 141399 b,HD 141399,1,1,4,Radial Velocity,2014,94.44000000,0.415000,,,143.34133,0.45100,Msini,0.040000,,0,5600.00,,1.07,37.0169000
1563,HD 141399 c,HD 141399,1,1,4,Radial Velocity,2014,201.99000000,0.689000,,,422.71390,1.33000,Msini,0.048000,,0,5600.00,,1.07,37.0169000
1565,HD 141399 d,HD 141399,1,1,4,Radial Velocity,2014,1069.80000000,2.090000,,,375.03940,1.18000,Msini,0.074000,,0,5600.00,,1.07,37.0169000
1568,HD 141399 e,HD 141399,1,1,4,Radial Velocity,2014,5000.00000000,5.000000,,,209.76780,0.66000,Msini,0.260000,,0,5600.00,,1.07,37.0169000
1573,HD 141937 b,HD 141937,1,1,1,Radial Velocity,2002,653.21997000,1.500000,,,3079.77270,9.69000,Msini,0.410000,,0,5870.00,1.03,1.09,33.3622000
1574,HD 142 b,HD 142,1,2,2,Radial Velocity,2001,349.70000000,1.020000,,,397.27000,1.25000,Msini,0.170000,,0,6245.00,1.47,1.23,26.1853000
1577,HD 142 c,HD 142,1,2,2,Radial Velocity,2012,6005.00000000,6.800000,,,1684.40000,5.30000,Msini,0.210000,,0,6245.00,1.47,1.23,26.1853000
1579,HD 142022 A b,HD 142022 A,1,2,1,Radial Velocity,2005,1928.00000000,2.930000,,,1411.16520,4.44000,Msini,0.530000,,0,5421.00,1.04,0.90,34.2802000
1580,HD 142245 b,HD 142245,1,3,1,Radial Velocity,2011,1299.00000000,2.780000,,,975.73810,3.07000,Msini,0.000000,,0,4922.00,4.63,3.50,97.2305000
1582,HD 142415 b,HD 142415,1,1,1,Radial Velocity,2003,386.29999000,1.060000,,,530.77610,1.67000,Msini,0.500000,,0,5940.00,1.04,1.07,35.5318000
1584,HD 143105 b,HD 143105,1,1,1,Radial Velocity,2016,2.19740000,0.037900,,,384.57430,1.21000,Msini,0.070000,,0,6380.00,,1.51,46.7789000
1586,HD 143361 b,HD 143361,1,1,1,Radial Velocity,2008,1039.15000000,1.988000,,,1122.57556,3.53200,Msini,0.197000,,0,5507.00,0.92,0.97,68.5146000
1589,HD 145377 b,HD 145377,1,1,1,Radial Velocity,2008,103.95000000,0.450000,,,1913.33660,6.02000,Msini,0.310000,,0,6014.00,1.05,1.20,53.4884000
1592,HD 145457 b,HD 145457,1,1,1,Radial Velocity,2010,176.30000000,0.760000,,,708.76090,2.23000,Msini,0.110000,,0,4769.00,10.52,1.23,135.2920000
1594,HD 145675 c,14 Her,1,1,2,Radial Velocity,2021,25000.00000000,16.400000,,,1843.40476,5.80000,Msini,0.450000,,0,5314.94,1.00,0.97,17.9323000
1596,HD 145934 b,HD 145934,1,1,1,Radial Velocity,2015,2730.00000000,4.600000,,,724.62000,2.28000,Msini,0.053000,,0,,5.38,1.75,227.8810000
1597,HD 1461 b,HD 1461,1,1,2,Radial Velocity,2010,5.77152000,0.063400,,,6.44000,0.02026,Msini,0.172000,,0,5765.00,,1.02,23.4534000
1602,HD 1461 c,HD 1461,1,1,2,Radial Velocity,2015,13.50520000,0.111700,,,5.59000,0.01759,Msini,0.305000,,0,5765.00,,1.02,23.4534000
1603,HD 147018 b,HD 147018,1,1,2,Radial Velocity,2009,44.23600000,0.238800,,,674.00000,2.12000,Msini,0.468600,,0,5441.00,,0.93,40.4256000
1604,HD 147018 c,HD 147018,1,1,2,Radial Velocity,2009,1008.00000000,1.922000,,,2080.00000,6.56000,Msini,0.133000,,0,5441.00,,0.93,40.4256000
1605,HD 147379 b,HD 147379,1,2,1,Radial Velocity,2017,86.78000000,0.323000,,,28.55000,0.08983,Msini,0.070000,,0,4156.00,,0.60,10.7643000
1608,HD 147513 b,HD 147513,1,2,1,Radial Velocity,2003,528.40000000,1.320000,,,385.00000,1.21000,Msini,0.260000,,0,5883.00,,1.11,12.9032000
1609,HD 14787 b,HD 14787,1,1,1,Radial Velocity,2018,676.60000000,1.700000,,,356.28743,1.12100,Msini,0.155000,,0,4946.00,5.01,1.43,119.1370000
1610,HD 147873 b,HD 147873,1,2,2,Radial Velocity,2016,116.59600000,0.522000,,,1633.64620,5.14000,Msini,0.207000,,0,5972.00,2.29,1.38,109.0550000
1611,HD 147873 c,HD 147873,1,2,2,Radial Velocity,2016,491.54000000,1.360000,,,731.00900,2.30000,Msini,0.230000,,0,5972.00,2.29,1.38,109.0550000
1612,HD 148156 b,HD 148156,1,1,1,Radial Velocity,2009,1027.00000000,2.450000,,,270.14400,0.85000,Msini,0.520000,,0,6308.00,1.21,1.22,57.1289000
1613,HD 148164 b,HD 148164,1,1,2,Radial Velocity,2018,328.55000000,0.993000,,,390.93090,1.23000,Msini,0.587000,,0,6032.00,1.34,1.21,77.1971000
1614,HD 148164 c,HD 148164,1,1,2,Radial Velocity,2018,5062.00000000,6.150000,,,1640.00280,5.16000,Msini,0.125000,,0,6032.00,1.34,1.21,77.1971000
1616,HD 148427 b,HD 148427,1,1,1,Radial Velocity,2009,331.50000000,1.040000,,,413.17900,1.30000,Msini,0.160000,,0,5025.00,3.86,1.64,71.3499000
1617,HD 149026 b,HD 149026,1,1,1,Radial Velocity,2005,2.87589000,,8.295,0.740,120.77540,0.38000,Mass,0.000000,,0,6179.00,1.41,1.42,75.8643000
1627,HD 149143 b,HD 149143,1,1,1,Radial Velocity,2005,4.07182000,0.053000,,,422.71390,1.33000,Msini,0.016700,,0,5856.00,1.44,1.20,73.2801000
1632,HD 1502 b,HD 1502,1,1,1,Radial Velocity,2011,428.50000000,1.262000,,,874.03250,2.75000,Msini,0.031000,,0,4947.00,4.67,1.46,190.9530000
1633,HD 150706 b,HD 150706,1,1,1,Radial Velocity,2012,5894.00000000,6.700000,,,861.28000,2.71000,Msini,0.380000,,0,5961.00,0.96,1.17,28.2697000
1634,HD 152079 b,HD 152079,1,1,1,Radial Velocity,2009,2918.92000000,4.187000,,,845.74563,2.66100,Msini,0.532000,,0,5907.00,1.13,1.15,87.8888000
1638,HD 152581 b,HD 152581,1,1,1,Radial Velocity,2011,686.50000000,1.660000,,,594.02427,1.86900,Msini,0.040000,,0,5027.00,5.14,1.30,165.7600000
1641,HD 152843 b,HD 152843,1,1,2,Transit,2021,11.62640000,0.105300,3.410,0.304,11.56000,0.03637,Mass,0.140000,,0,6310.00,1.43,1.15,107.8980000
1642,HD 152843 c,HD 152843,1,1,2,Transit,2021,24.38000000,,5.830,0.520,27.50000,0.08652,Mass,0.115000,,0,6310.00,1.43,1.15,107.8980000
1643,HD 15337 b,HD 15337,1,1,2,Transit,2019,4.75615000,0.052200,1.640,0.146,7.51000,0.02363,Mass,0.090000,1001,0,5125.00,0.86,0.90,44.8155000
1646,HD 15337 c,HD 15337,1,1,2,Transit,2019,17.17840000,0.126800,2.390,0.213,8.11000,0.02552,Mass,0.050000,642,0,5125.00,0.86,0.90,44.8155000
1650,HD 153950 b,HD 153950,1,1,1,Radial Velocity,2008,499.39999000,1.280000,,,937.59850,2.95000,Msini,0.340000,,0,6124.00,1.28,1.25,48.4549000
1651,HD 154088 b,HD 154088,1,1,1,Radial Velocity,2021,18.56000000,0.134000,,,6.60000,0.02077,Msini,0.344000,,0,5374.00,,0.91,18.2692000
1654,HD 154345 b,HD 154345,1,1,1,Radial Velocity,2006,3341.55884000,4.210000,,,260.62060,0.82000,Msini,0.040000,,0,5468.00,0.85,0.71,18.2840000
1658,HD 154672 b,HD 154672,1,1,1,Radial Velocity,2008,163.94000000,0.600000,,,1706.74710,5.37000,Msini,0.610000,,0,5743.00,1.32,1.18,63.0484000
1662,HD 154857 b,HD 154857,1,1,2,Radial Velocity,2004,408.60001000,1.290000,,,778.68350,2.45000,Msini,0.460000,,0,5589.00,2.30,1.96,63.4482000
1663,HD 154857 c,HD 154857,1,1,2,Radial Velocity,2014,3452.00000000,5.360000,,,819.97000,2.58000,Msini,0.060000,,0,5605.00,1.76,1.72,63.4482000
1664,HD 155193 b,HD 155193,1,1,1,Radial Velocity,2021,352.65000000,1.040000,,,238.37131,0.75000,Msini,0.210000,,0,6239.00,,1.22,57.7995000
1665,HD 155233 b,HD 155233,1,2,1,Radial Velocity,2015,818.80000000,2.000000,,,826.35800,2.60000,Msini,0.040000,,0,4960.00,5.03,1.69,74.2309000
1668,HD 155358 b,HD 155358,1,1,2,Radial Velocity,2007,194.30000000,0.630000,,,314.65170,0.99000,Msini,0.170000,,0,5905.00,1.38,1.15,43.6197000
1669,HD 155358 c,HD 155358,1,1,2,Radial Velocity,2007,391.90000000,1.020000,,,261.00000,0.82000,Msini,0.160000,,0,5900.00,,0.92,43.6197000
1672,HD 156279 b,HD 156279,1,1,2,Radial Velocity,2011,131.05000000,0.490000,,,3140.16040,9.88000,Msini,0.710000,,0,5453.00,0.95,0.95,36.1945000
1673,HD 156279 c,HD 156279,1,1,2,Radial Velocity,2018,4191.00000000,,,,2733.33800,8.60000,Msini,0.231000,,0,,,0.93,36.1945000
1675,HD 156411 b,HD 156411,1,1,1,Radial Velocity,2009,842.20000000,1.880000,,,235.18000,0.74000,Msini,0.220000,,0,5900.00,2.16,1.25,56.8655000
1676,HD 156668 b,HD 156668,1,1,2,Radial Velocity,2010,4.64550000,0.050000,,,4.15000,0.01300,Msini,0.000000,,0,4850.00,0.72,0.77,24.3323000
1679,HD 156668 c,HD 156668,1,1,2,Radial Velocity,2021,811.30000000,1.570000,,,31.49680,0.09910,Msini,0.089000,,0,4903.69,0.77,0.79,24.3323000
1681,HD 156846 b,HD 156846,1,2,1,Radial Velocity,2007,359.51001000,1.120000,,,3391.24610,10.67000,Msini,0.850000,,0,6090.00,1.90,1.38,47.7332000
1684,HD 158038 b,HD 158038,1,1,1,Radial Velocity,2011,521.00000000,1.500000,,,486.27990,1.53000,Msini,0.290000,,0,4860.00,4.50,1.30,94.8625000
1685,HD 158259 b,HD 158259,1,1,5,Radial Velocity,2020,2.17800000,,,,2.22000,0.00698,Msini,,,0,,1.21,1.08,27.0498000
1687,HD 158259 c,HD 158259,1,1,5,Radial Velocity,2020,3.43200000,,,,5.60000,0.01762,Msini,,,0,,1.21,1.08,27.0498000
1688,HD 158259 d,HD 158259,1,1,5,Radial Velocity,2020,5.19808140,,,,5.41000,0.01702,Msini,,,0,,1.21,1.08,27.0498000
1689,HD 158259 e,HD 158259,1,1,5,Radial Velocity,2020,7.95100000,,,,6.08000,0.01913,Msini,,,0,,1.21,1.08,27.0498000
1690,HD 158259 f,HD 158259,1,1,5,Radial Velocity,2020,12.02800000,,,,6.14000,0.01932,Msini,,,0,,1.21,1.08,27.0498000
1691,HD 158996 b,HD 158996,1,1,1,Radial Velocity,2018,820.20000000,2.100000,,,4449.62000,14.00000,Msini,0.130000,,0,4069.00,50.30,1.80,283.6590000
1692,HD 159243 b,HD 159243,1,1,2,Radial Velocity,2013,12.62000000,0.110000,,,359.13000,1.13000,Msini,0.020000,,0,6123.00,1.12,1.12,73.3055000
1693,HD 159243 c,HD 159243,1,1,2,Radial Velocity,2013,248.40000000,0.800000,,,603.90000,1.90000,Msini,0.075000,,0,6123.00,1.12,1.12,73.3055000
1696,HD 159868 b,HD 159868,1,1,2,Radial Velocity,2006,1184.10000000,2.320000,,,704.94694,2.21800,Msini,0.024000,,0,5534.00,2.13,1.19,55.8503000
1699,HD 159868 c,HD 159868,1,1,2,Radial Velocity,2012,351.00000000,1.032000,,,244.09344,0.76800,Msini,0.184000,,0,5534.00,2.13,1.19,55.8503000
1702,HD 1605 b,HD 1605,1,1,2,Radial Velocity,2015,577.20000000,1.492000,,,296.85322,0.93400,Msini,0.095000,,0,4915.00,3.49,1.33,88.8047000
1703,HD 1605 c,HD 1605,1,1,2,Radial Velocity,2015,2149.00000000,3.584000,,,1150.54460,3.62000,Msini,0.099000,,0,4915.00,3.49,1.33,88.8047000
1708,HD 160691 b,HD 160691,1,1,4,Radial Velocity,2000,643.25000000,1.497000,,,532.68308,1.67600,Msini,0.128000,,0,,,1.08,15.5981000
1710,HD 160691 c,HD 160691,1,1,4,Radial Velocity,2004,4205.80000000,5.235000,,,576.51900,1.81400,Msini,0.098500,,0,,,1.08,15.5981000
1715,HD 160691 d,HD 160691,1,1,4,Radial Velocity,2004,9.63860000,0.090940,,,10.55470,0.03321,Msini,0.172000,,0,,,1.08,15.5981000
1717,HD 160691 e,HD 160691,1,1,4,Radial Velocity,2006,310.55000000,0.921000,,,165.86850,0.52190,Msini,0.066600,,0,,,1.08,15.5981000
1718,HD 161178 b,HD 161178,1,1,1,Radial Velocity,2021,279.30000000,0.850000,,,181.16219,0.57000,Msini,0.044000,,0,4786.00,10.95,1.06,107.1880000
1720,HD 16141 b,HD 16141,1,2,1,Radial Velocity,2000,75.52300000,0.360000,,,82.63580,0.26000,Msini,0.250000,,0,5757.00,1.48,1.11,37.7861000
1722,HD 16175 b,HD 16175,1,1,1,Radial Velocity,2009,990.00000000,2.120000,,,1620.93300,5.10000,Msini,0.600000,,0,5981.00,1.72,1.63,59.8590000
1725,HD 162020 b,HD 162020,1,1,1,Radial Velocity,2002,8.42820000,0.080000,,,3127.44720,9.84000,Msini,0.280000,,0,4723.00,0.75,0.42,30.8248000
1728,HD 163607 b,HD 163607,1,1,2,Radial Velocity,2010,75.22030000,0.362000,,,249.05159,0.78360,Msini,0.744100,,0,5522.00,1.76,1.12,67.7855000
1731,HD 163607 c,HD 163607,1,1,2,Radial Velocity,2010,1272.00000000,2.390000,,,699.54383,2.20100,Msini,0.080000,,0,5522.00,1.76,1.12,67.7855000
1733,HD 16417 b,HD 16417,1,2,1,Radial Velocity,2008,17.24000000,0.140000,,,22.10000,0.06960,Msini,0.200000,,0,,,1.20,25.3936000
1735,HD 164509 b,HD 164509,1,2,1,Radial Velocity,2010,280.17000000,0.870000,,,140.79869,0.44300,Msini,0.238000,,0,5859.00,1.11,1.12,53.1119000
1736,HD 164595 b,HD 164595,1,2,1,Radial Velocity,2015,40.00000000,0.230000,,,16.14000,0.05078,Msini,0.088000,,0,5790.00,,0.99,28.2540000
1737,HD 164604 b,HD 164604,1,1,1,Radial Velocity,2009,641.47200000,1.331000,,,635.00000,1.99792,Msini,0.350000,,0,4684.00,,0.77,39.3633000
1739,HD 164922 b,HD 164922,1,1,4,Radial Velocity,2005,1207.00000000,2.160000,,,116.00000,0.36497,Msini,0.080000,,0,5390.00,0.95,0.93,22.0016000
1745,HD 164922 c,HD 164922,1,1,4,Radial Velocity,2016,75.74000000,0.341000,,,13.00000,0.04090,Msini,0.120000,,0,5390.00,0.95,0.93,22.0016000
1747,HD 164922 d,HD 164922,1,1,4,Radial Velocity,2020,12.45800000,0.103000,,,4.00000,0.01259,Msini,0.120000,,0,5390.00,0.95,0.93,22.0016000
1749,HD 164922 e,HD 164922,1,1,4,Radial Velocity,2021,41.76300000,0.229200,,,10.52012,0.03310,Msini,0.086000,,0,5393.43,1.00,0.92,22.0016000
1750,HD 165155 b,HD 165155,1,1,1,Radial Velocity,2016,434.50000000,1.130000,,,918.52870,2.89000,Msini,0.200000,,0,5426.00,0.95,1.02,63.3574000
1751,HD 1666 b,HD 1666,1,1,1,Radial Velocity,2015,270.00000000,0.940000,,,2040.00000,6.43000,Msini,0.630000,,0,6317.00,1.93,1.50,117.9080000
1752,HD 166724 b,HD 166724,1,1,1,Radial Velocity,2012,5144.00000000,5.420000,,,1121.89000,3.53000,Msini,0.734000,,0,5127.00,,0.81,45.1342000
1755,HD 167042 b,HD 167042,1,1,1,Radial Velocity,2007,420.77000000,1.320000,,,540.29000,1.70000,Msini,0.089000,,0,,,1.72,49.6633000
1756,HD 168009 b,HD 168009,1,1,1,Radial Velocity,2021,15.14790000,0.119200,,,9.53485,0.03000,Msini,0.120000,,0,5778.33,1.21,0.99,23.3032000
1759,HD 168443 b,HD 168443,1,1,2,Radial Velocity,1998,58.11247000,0.293100,,,2434.15700,7.65900,Msini,0.528830,,0,5491.00,1.51,0.99,39.6245000
1762,HD 168443 c,HD 168443,1,1,2,Radial Velocity,2000,1749.83000000,2.837300,,,5464.22100,17.19300,Msini,0.211300,,0,5491.00,1.51,0.99,39.6245000
1769,HD 168746 b,HD 168746,1,1,1,Radial Velocity,2002,6.40400000,0.070000,,,85.81410,0.27000,Msini,0.110000,,0,5570.00,1.09,1.07,41.5681000
1772,HD 1690 b,HD 1690,1,1,1,Radial Velocity,2010,533.00000000,1.360000,,,2793.72570,8.79000,Msini,0.640000,,0,4374.00,21.66,1.86,752.6150000
1774,HD 169830 b,HD 169830,1,1,2,Radial Velocity,2000,225.62000000,0.810000,,,915.31000,2.88000,Msini,0.310000,,0,6299.00,,1.40,37.6048000
1778,HD 169830 c,HD 169830,1,1,2,Radial Velocity,2003,2102.00000000,3.600000,,,1283.98000,4.04000,Msini,0.330000,,0,6299.00,,1.40,37.6048000
1780,HD 170469 b,HD 170469,1,2,1,Radial Velocity,2007,1145.00000000,2.240000,,,209.76780,0.66000,Msini,0.110000,,0,5842.00,1.24,1.10,60.1780000
1782,HD 17092 b,HD 17092,1,1,1,Radial Velocity,2007,359.89999000,1.310000,,,3219.61790,10.13000,Msini,0.170000,,0,4326.00,13.58,6.73,228.4220000
1785,HD 171028 b,HD 171028,1,1,1,Radial Velocity,2007,550.00000000,1.320000,,,832.71460,2.62000,Msini,0.590000,,0,5671.00,2.47,1.53,111.6590000
1788,HD 171238 b,HD 171238,1,1,1,Radial Velocity,2009,1532.00000000,2.570000,,,864.49760,2.72000,Msini,0.234000,,0,5440.00,1.01,0.96,44.8113000
1794,HD 17156 b,HD 17156,1,1,1,Radial Velocity,2007,21.21663000,,12.330,1.100,1115.58330,3.51000,Mass,0.680000,,0,6040.00,1.55,1.41,78.0863000
1796,HD 173416 b,HD 173416,1,1,1,Radial Velocity,2008,323.60000000,1.160000,,,858.10000,2.70000,Msini,0.210000,,0,4683.00,13.50,2.00,132.1840000
1799,HD 175167 b,HD 175167,1,1,1,Radial Velocity,2009,1290.00000000,2.400000,,,2850.93510,8.97000,Msini,0.540000,,0,5635.00,1.75,1.37,71.0863000
1801,HD 175541 b,HD 175541,1,1,1,Radial Velocity,2007,298.43000000,0.975000,,,190.06234,0.59800,Msini,0.110000,,0,5013.00,4.19,1.39,129.6030000
1804,HD 175607 b,HD 175607,1,1,1,Radial Velocity,2015,29.01000000,,,,8.98000,0.02825,Msini,0.110000,,0,5392.00,0.70,0.71,40.3303000
1805,HD 17674 b,HD 17674,1,1,1,Radial Velocity,2017,623.80000000,1.420000,,,276.51210,0.87000,Msini,0.130000,,0,5904.00,1.18,0.98,44.4264000
1806,HD 176986 b,HD 176986,1,1,2,Radial Velocity,2017,6.48980000,0.062960,,,5.74000,0.01806,Msini,0.066000,,0,4931.00,0.78,0.79,27.7843000
1807,HD 176986 c,HD 176986,1,1,2,Radial Velocity,2017,16.81910000,0.118780,,,9.18000,0.02888,Msini,0.111000,,0,4931.00,0.78,0.79,27.7843000
1808,HD 177565 b,HD 177565,1,1,1,Radial Velocity,2017,44.50500000,0.246000,,,15.10000,0.04751,Msini,0.059300,,0,,,1.00,16.9179000
1811,HD 177830 b,HD 177830,1,2,2,Radial Velocity,1999,410.10001000,1.140000,,,537.13270,1.69000,Msini,0.100000,,0,4901.00,3.26,1.70,62.7674000
1814,HD 177830 c,HD 177830,1,2,2,Radial Velocity,2010,110.90000000,0.513700,,,47.67250,0.15000,Msini,0.300000,,0,4949.00,2.62,1.47,62.7674000
1815,HD 178911 B b,HD 178911 B,1,3,1,Radial Velocity,2001,71.48400000,0.340000,,,2552.17490,8.03000,Msini,0.110000,,0,5588.00,1.08,1.24,40.9727000
1821,HD 179079 b,HD 179079,1,1,1,Radial Velocity,2008,14.47900000,0.121400,,,25.74423,0.08100,Msini,0.049000,,0,5646.00,1.63,1.14,69.7116000
1825,HD 179949 b,HD 179949,1,1,1,Radial Velocity,2000,3.09251400,0.044300,,,291.12000,0.91600,Msini,0.022000,,0,6168.00,,1.21,27.4573000
1827,HD 180053 b,HD 180053,1,1,1,Radial Velocity,2018,213.72000000,0.843000,,,697.31902,2.19400,Msini,0.081000,,0,5131.00,4.06,1.75,137.0430000
1828,HD 18015 b,HD 18015,1,1,1,Radial Velocity,2018,2278.00000000,3.870000,,,1010.69940,3.18000,Msini,0.148000,,0,5603.00,3.13,1.49,123.8010000
1831,HD 180314 b,HD 180314,1,1,1,Radial Velocity,2010,396.03000000,1.460000,,,6397.91790,20.13000,Msini,0.260000,,0,4924.00,8.13,2.20,122.3620000
1833,HD 180617 b,HD 180617,1,2,1,Radial Velocity,2018,105.91100000,0.343000,,,12.21400,0.03843,Msini,0.101000,,0,3534.00,0.48,0.48,5.9105900
1835,HD 180902 b,HD 180902,1,2,1,Radial Velocity,2009,510.90000000,1.400000,,,535.54355,1.68500,Msini,0.107000,,0,4961.00,4.16,1.41,104.5770000
1837,HD 181234 b,HD 181234,1,1,1,Radial Velocity,2019,7462.05750000,7.520000,,,2660.23710,8.37000,Msini,0.730000,,0,5386.00,1.05,1.01,47.7458000
1840,HD 181342 b,HD 181342,1,1,1,Radial Velocity,2009,564.10000000,1.592000,,,807.28820,2.54000,Msini,0.022000,,0,4945.00,4.71,1.69,120.3910000
1845,HD 181433 b,HD 181433,1,1,3,Radial Velocity,2008,9.37430000,0.080000,,,6.35660,0.02000,Msini,0.400000,,0,4918.00,0.79,0.63,26.8762000
1847,HD 181433 c,HD 181433,1,1,3,Radial Velocity,2008,962.00000000,1.760000,,,203.00000,0.64000,Msini,0.280000,,0,4962.00,,0.78,26.8762000
1850,HD 181433 d,HD 181433,1,1,3,Radial Velocity,2008,2172.00000000,3.000000,,,171.00000,0.54000,Msini,0.480000,,0,4962.00,,0.78,26.8762000
1853,HD 181720 b,HD 181720,1,1,1,Radial Velocity,2009,956.00000000,1.850000,,,127.13200,0.40000,Msini,0.260000,,0,5736.00,1.50,1.03,60.2046000
1856,HD 183263 b,HD 183263,1,1,2,Radial Velocity,2004,626.51599000,1.490000,,,1255.42850,3.95000,Msini,0.360000,,0,5948.00,1.23,1.31,54.1955000
1861,HD 183263 c,HD 183263,1,1,2,Radial Velocity,2008,3070.00000000,4.350000,,,1134.61000,3.57000,Msini,0.239000,,0,5867.00,1.29,1.06,54.1955000
1865,HD 183579 b,HD 183579,1,1,1,Transit,2021,17.47127800,0.133400,3.550,0.317,19.70000,0.06198,Mass,0.280000,769,0,5788.00,0.98,1.03,57.2651000
1869,HD 185269 b,HD 185269,1,3,1,Radial Velocity,2006,6.83776000,0.077000,,,321.00830,1.01000,Msini,0.229000,,0,5923.00,2.00,1.30,51.9917000
1873,HD 187085 b,HD 187085,1,1,1,Radial Velocity,2006,1019.74000000,2.100000,,,265.70588,0.83600,Msini,0.251000,,0,6117.00,1.27,1.19,45.8993000
1875,HD 187123 b,HD 187123,1,1,2,Radial Velocity,1998,3.09658280,0.042600,,,166.21800,0.52300,Msini,0.010300,,0,5790.00,1.15,1.04,45.9548000
1881,HD 187123 c,HD 187123,1,1,2,Radial Velocity,2008,3810.00000000,4.890000,,,632.46000,1.99000,Msini,0.252000,,0,5790.00,1.15,1.04,45.9548000
1885,HD 18742 b,HD 18742,1,1,1,Radial Velocity,2011,766.00000000,1.820000,,,1080.62200,3.40000,Msini,0.040000,,0,4940.00,5.13,1.36,162.6850000
1889,HD 188015 b,HD 188015,1,2,1,Radial Velocity,2004,461.20000000,1.203000,,,476.72000,1.50000,Msini,0.137000,,0,5746.00,,1.09,50.6706000
1890,HD 189567 b,HD 189567,1,1,2,Radial Velocity,2021,14.28800000,0.111000,,,8.50000,0.02674,Msini,0.189000,,0,5726.00,,0.83,17.9055000
1891,HD 189567 c,HD 189567,1,1,2,Radial Velocity,2021,33.68800000,0.197000,,,7.00000,0.02202,Msini,0.160000,,0,5726.00,,0.83,17.9055000
1901,HD 189733 b,HD 189733,1,2,1,Radial Velocity,2005,2.21857567,,12.666,1.130,359.14790,1.13000,Mass,0.000000,,0,5052.00,0.75,0.79,19.7638000
1910,HD 190007 b,HD 190007,1,1,1,Radial Velocity,2020,11.72000000,0.092000,,,16.46000,0.05179,Msini,0.140000,,0,4610.00,0.79,0.77,12.7141000
1913,HD 190360 b,HD 190360,1,2,2,Radial Velocity,2003,2915.03687000,3.970000,,,489.45820,1.54000,Msini,0.310000,,0,5552.00,1.14,0.99,16.0069000
